problem_id	description	regex	pos_examples	neg_examples
b-2_t-sep_id-91	A list of strings with a minimum of one string and no maximum amount of strings. Each string must consist of two letters which may be capitalized. Each string must be divided by a dash if there is more than one string.	concat(repeat(<let>,2),star(concat(<->,repeat(<let>,2))))	EO Jn-TP NC-el-yL jr-wt-sm-fp-CC-tH mH-wS-uL-Cc-eb-eU-wH wf-qn	I-J-s-F-q-X-N-Q-G eRP-HFe-ioq w-K-Y-g-o-b-M-p-I-A UEq-bCq-qTq-CTe T-e-C-V hES
b-2_t-sep_id-91	A list of an arbitrary number of dash separated strings. They must have 2 letters.	concat(repeat(<let>,2),star(concat(<->,repeat(<let>,2))))	EO Jn-TP NC-el-yL jr-wt-sm-fp-CC-tH mH-wS-uL-Cc-eb-eU-wH wf-qn	I-J-s-F-q-X-N-Q-G eRP-HFe-ioq w-K-Y-g-o-b-M-p-I-A UEq-bCq-qTq-CTe T-e-C-V hES
b-2_t-sep_id-91	A string beginning with 2 letters then a '-' then 2 letters followed by three dots, then a '-' and ending with 2 letters.	concat(repeat(<let>,2),star(concat(<->,repeat(<let>,2))))	EO Jn-TP NC-el-yL jr-wt-sm-fp-CC-tH mH-wS-uL-Cc-eb-eU-wH wf-qn	I-J-s-F-q-X-N-Q-G eRP-HFe-ioq w-K-Y-g-o-b-M-p-I-A UEq-bCq-qTq-CTe T-e-C-V hES
b-2_t-sep_id-92	Each part of the string must be separated by a comma. In between commas must be lowercase letters that cannot exceed 3 in a row.	concat(and(repeatatleast(<low>,1),repeatrange(<any>,0,3)),star(concat(<,>,and(repeatatleast(<low>,1),repeatrange(<any>,0,3)))))	h ao,j ha,tp,ix c,xs,rb,w,suz,s k,rpu,n,t,f,f,hue n,t,cx,wsp	*,=%_ dcpf,gcis,lifs @*^,%^,=!_,:z !=,, $ !=,t
b-2_t-sep_id-92	"lowercase letters followed by a comma "","" then lowercase letters followed by a comma, ends with lowercase letters, all strings must be less than or equal to three characters"	concat(and(repeatatleast(<low>,1),repeatrange(<any>,0,3)),star(concat(<,>,and(repeatatleast(<low>,1),repeatrange(<any>,0,3)))))	h ao,j ha,tp,ix c,xs,rb,w,suz,s k,rpu,n,t,f,f,hue n,t,cx,wsp	*,=%_ dcpf,gcis,lifs @*^,%^,=!_,:z !=,, $ !=,t
b-2_t-sep_id-92	A string is a series of comma-separated substrings of up to 3 lowercase letters.	concat(and(repeatatleast(<low>,1),repeatrange(<any>,0,3)),star(concat(<,>,and(repeatatleast(<low>,1),repeatrange(<any>,0,3)))))	h ao,j ha,tp,ix c,xs,rb,w,suz,s k,rpu,n,t,f,f,hue n,t,cx,wsp	*,=%_ dcpf,gcis,lifs @*^,%^,=!_,:z !=,, $ !=,t
b-2_t-sep_id-93	"There is a list of an indeterminate number of comma separated strings. Each one ends with one or more ""4""s. Optionally, each string can begin with one or more lowercase letters."	concat(concat(optional(repeatatleast(<low>,1)),repeatatleast(<4>,1)),star(concat(<,>,concat(optional(repeatatleast(<low>,1)),repeatatleast(<4>,1)))))	ehmp4444444444444444 wo4,hh444 444,4,44 e4,44,44,p4,f444 44,4 4,qkk4	,,u,,,i, mqhe,, mqhen, s,ay,,hhgj,r
b-2_t-sep_id-93	This string has any number of substrings separated by a comma. Each substring optionally starts with 1 or more lowercase letters and contains 1 or more '4'.	concat(concat(optional(repeatatleast(<low>,1)),repeatatleast(<4>,1)),star(concat(<,>,concat(optional(repeatatleast(<low>,1)),repeatatleast(<4>,1)))))	ehmp4444444444444444 wo4,hh444 444,4,44 e4,44,44,p4,f444 44,4 4,qkk4	,,u,,,i, mqhe,, mqhen, s,ay,,hhgj,r
b-2_t-sep_id-93	"A list of an arbitrary number of comma separated strings. They start with a optional more than 1 lowercase letter, followed by more than 1 ""4""."	concat(concat(optional(repeatatleast(<low>,1)),repeatatleast(<4>,1)),star(concat(<,>,concat(optional(repeatatleast(<low>,1)),repeatatleast(<4>,1)))))	ehmp4444444444444444 wo4,hh444 444,4,44 e4,44,44,p4,f444 44,4 4,qkk4	,,u,,,i, mqhe,, mqhen, s,ay,,hhgj,r
b-2_t-sep_id-94	There is a list of an indeterminate number of dash separated strings of letters. The strings may be any length.	concat(repeatatleast(<let>,1),star(concat(<->,repeatatleast(<let>,1))))	NQWxNYWUyJ CfGRBQucHse-J HO-EMI-NqfqChOQDC eW-F-fs-JElKq-Cav OY-PsZM-aLliMRz pvh-TJ-bvF	$&F:^;-!x--sN x#d:&ZW=-! r*;Q #m+YP:@ x#d:&ZW=-; &=
b-2_t-sep_id-94	The sequence any number of the following string separated by '-': any number of letters.	concat(repeatatleast(<let>,1),star(concat(<->,repeatatleast(<let>,1))))	NQWxNYWUyJ CfGRBQucHse-J HO-EMI-NqfqChOQDC eW-F-fs-JElKq-Cav OY-PsZM-aLliMRz pvh-TJ-bvF	$&F:^;-!x--sN x#d:&ZW=-! r*;Q #m+YP:@ x#d:&ZW=-; &=
b-2_t-sep_id-94	Each list has any number of strings separated by a dash. Each string can have one or more letters.	concat(repeatatleast(<let>,1),star(concat(<->,repeatatleast(<let>,1))))	NQWxNYWUyJ CfGRBQucHse-J HO-EMI-NqfqChOQDC eW-F-fs-JElKq-Cav OY-PsZM-aLliMRz pvh-TJ-bvF	$&F:^;-!x--sN x#d:&ZW=-! r*;Q #m+YP:@ x#d:&ZW=-; &=
b-2_t-sep_id-95	A list of strings separated by periods, with a minimum of one string and no maximum. Each string must begin with a capital or digit, and must have 4-length letters and digits.	concat(and(repeatatleast(or(<let>,<num>),1),and(repeat(<any>,4),startwith(or(<cap>,<num>)))),star(concat(<.>,and(repeatatleast(or(<let>,<num>),1),and(repeat(<any>,4),startwith(or(<cap>,<num>)))))))	5DJg 6BOR.16A2 3zrA.5upq.0Mw6 4fQb.8Xl7.432o.1U7i OzAH.1wv2.JfGX.Zrv5 5w3M.ZVLh	Y-_c 019 lTLa.z2RV.c587.q4zi O.#%.S2,8.K#d_.B!VC clc3.o9Et.uv61 gzXG
b-2_t-sep_id-95	The list has any number of strings of length 4 separated by a dot. Each string must start with a capital letter or digit and may otherwise have any case letters or digits.	concat(and(repeatatleast(or(<let>,<num>),1),and(repeat(<any>,4),startwith(or(<cap>,<num>)))),star(concat(<.>,and(repeatatleast(or(<let>,<num>),1),and(repeat(<any>,4),startwith(or(<cap>,<num>)))))))	5DJg 6BOR.16A2 3zrA.5upq.0Mw6 4fQb.8Xl7.432o.1U7i OzAH.1wv2.JfGX.Zrv5 5w3M.ZVLh	Y-_c 019 lTLa.z2RV.c587.q4zi O.#%.S2,8.K#d_.B!VC clc3.o9Et.uv61 gzXG
b-2_t-sep_id-95	A list of an arbitrary number of dot separated strings. They must have 4 letters and digits, and must start with a capital letter or digit.	concat(and(repeatatleast(or(<let>,<num>),1),and(repeat(<any>,4),startwith(or(<cap>,<num>)))),star(concat(<.>,and(repeatatleast(or(<let>,<num>),1),and(repeat(<any>,4),startwith(or(<cap>,<num>)))))))	5DJg 6BOR.16A2 3zrA.5upq.0Mw6 4fQb.8Xl7.432o.1U7i OzAH.1wv2.JfGX.Zrv5 5w3M.ZVLh	Y-_c 019 lTLa.z2RV.c587.q4zi O.#%.S2,8.K#d_.B!VC clc3.o9Et.uv61 gzXG
b-2_t-sep_id-99	A list of 3 fullstop separated strings. The first string consists of 2 or more capital letters. The second string consist of 2 or more letters. The third string must be at least 2 characters in length, and consist of only lowercase letters and '3'.	concat(repeatatleast(<cap>,2),concat(<.>,concat(repeatatleast(<let>,2),concat(<.>,and(repeatatleast(or(<low>,<3>),1),repeatatleast(<any>,2))))))	KALY.MI.3fgxcf3yax33 OIH.ddIx.y33z3c3 PZ.Lb.zq3oju33 ZD.LT.je3n3c3 KALY.MI.3fgxcf3yaxb3 DAQB.tVhbARJlrgT.3e	CJ.U.u33s333333bdh PWFH.d.o3w G.sKEf.sb ZOM.S.i3 W.oMK.3n W.DtI.j3r3om3v3t3
b-2_t-sep_id-99	The sequence is the following strings separated by a '.': The first is 2 or more capital letters. The second is 2 or more letters. The last is 2 or more lowercase letters and '3'.	concat(repeatatleast(<cap>,2),concat(<.>,concat(repeatatleast(<let>,2),concat(<.>,and(repeatatleast(or(<low>,<3>),1),repeatatleast(<any>,2))))))	KALY.MI.3fgxcf3yax33 OIH.ddIx.y33z3c3 PZ.Lb.zq3oju33 ZD.LT.je3n3c3 KALY.MI.3fgxcf3yaxb3 DAQB.tVhbARJlrgT.3e	CJ.U.u33s333333bdh PWFH.d.o3w G.sKEf.sb ZOM.S.i3 W.oMK.3n W.DtI.j3r3om3v3t3
b-2_t-sep_id-99	Three strings separated by periods. The first string is 2 or more capital letters. The second string is two or more letters. The final string is 2 or more characters in length and can be lowercase letters or the number '3'.	concat(repeatatleast(<cap>,2),concat(<.>,concat(repeatatleast(<let>,2),concat(<.>,and(repeatatleast(or(<low>,<3>),1),repeatatleast(<any>,2))))))	KALY.MI.3fgxcf3yax33 OIH.ddIx.y33z3c3 PZ.Lb.zq3oju33 ZD.LT.je3n3c3 KALY.MI.3fgxcf3yaxb3 DAQB.tVhbARJlrgT.3e	CJ.U.u33s333333bdh PWFH.d.o3w G.sKEf.sb ZOM.S.i3 W.oMK.3n W.DtI.j3r3om3v3t3
b-2_t-uns_id-0	A string with fewer than 9 numbers or lowercase letters. It shouldn't contain 'ip' and should end in a number.	and(repeatatleast(or(<low>,<num>),1),and(repeatrange(<any>,0,8),and(not(contain(const(<ip>))),endwith(<num>))))	9ialea3 42764 427a4 9ialei5 gq6 iig7d5	j==iin7 =91 a9fnj3299 iipg5 a9fnj3e22 *5
b-2_t-uns_id-0	"This string must not be longer than eight characters, allowing only digits and lowercase letters but not the substring ""ip"", and must end with a digit"	and(repeatatleast(or(<low>,<num>),1),and(repeatrange(<any>,0,8),and(not(contain(const(<ip>))),endwith(<num>))))	9ialea3 42764 427a4 9ialei5 gq6 iig7d5	j==iin7 =91 a9fnj3299 iipg5 a9fnj3e22 *5
b-2_t-uns_id-0	This is a string that consists of lowercase letters and digits.  It must be 8 characters or less and can not include the letter 'i' followed by 'p'.  The final character must be a digit.	and(repeatatleast(or(<low>,<num>),1),and(repeatrange(<any>,0,8),and(not(contain(const(<ip>))),endwith(<num>))))	9ialea3 42764 427a4 9ialei5 gq6 iig7d5	j==iin7 =91 a9fnj3299 iipg5 a9fnj3e22 *5
b-2_t-uns_id-1	We want to match strings that only contain letters and start with an uppercase I. One of the character sequences 'll' or 'RTf' must be present. The strings are not allowed to contain a lowercase 's'.	and(repeatatleast(<let>,1),and(contain(or(const(<lI>),const(<RTf>))),and(startwith(<I>),not(contain(<s>)))))	IRTBlcmfWtypiwllI IRTBlcmfWtypiwlIe IRRLNRWemWRlI IlanYlIB IivRTf IyHlRSgDlESTRVJlIz	IuRUXfS:%RlI lI lIJkw IWDskJhlUsVQRTf RhnkRBRWulBlI IUTRxbRRsXlI
b-2_t-uns_id-1	"A string that starts with capital letter I. It may contain letters. It must contain the following sequence of letters 'II' or ""RTf'. The string may not contain the letter s in lowercase."	and(repeatatleast(<let>,1),and(contain(or(const(<lI>),const(<RTf>))),and(startwith(<I>),not(contain(<s>)))))	IRTBlcmfWtypiwllI IRTBlcmfWtypiwlIe IRRLNRWemWRlI IlanYlIB IivRTf IyHlRSgDlESTRVJlIz	IuRUXfS:%RlI lI lIJkw IWDskJhlUsVQRTf RhnkRBRWulBlI IUTRxbRRsXlI
b-2_t-uns_id-1	A string that has letters, contains 'll' or 'RTf' and does not contain 's'. The string starts with 'l'.	and(repeatatleast(<let>,1),and(contain(or(const(<lI>),const(<RTf>))),and(startwith(<I>),not(contain(<s>)))))	IRTBlcmfWtypiwllI IRTBlcmfWtypiwlIe IRRLNRWemWRlI IlanYlIB IivRTf IyHlRSgDlESTRVJlIz	IuRUXfS:%RlI lI lIJkw IWDskJhlUsVQRTf RhnkRBRWulBlI IUTRxbRRsXlI
b-2_t-uns_id-10	The string should not begin with a letter or contain any capital letters throughout the string.	and(not(startwith(<let>)),not(contain(<cap>)))	+dk5zu=33 _hjjn _fo_5^ _#r2y64n!:kq=y_ 8:4.108zn*8rd0;. .am..y*,5k@	lgnx+zl ^z!8lo#*K ^rrbg#rIS^ vc+!z=+w g;w&3&02& !jA
b-2_t-uns_id-10	A string that does not contain capital letters and does not begin with a letter.	and(not(startwith(<let>)),not(contain(<cap>)))	+dk5zu=33 _hjjn _fo_5^ _#r2y64n!:kq=y_ 8:4.108zn*8rd0;. .am..y*,5k@	lgnx+zl ^z!8lo#*K ^rrbg#rIS^ vc+!z=+w g;w&3&02& !jA
b-2_t-uns_id-100	This string must begin with a letter, either capital or lowercase. The rest of the string can consist of letters, numbers, '+', and '-'. It must contain '-', and any number must be followed a letter.	and(repeatatleast(or(<let>,or(<num>,or(<+>,<->))),1),and(startwith(or(<low>,<cap>)),and(and(not(endwith(<num>)),not(contain(concat(<num>,notcc(<let>))))),contain(<->))))	A-b-bN+ g7J-T0xX-4J+ z+k++Lzxz6Q1t-o R1i1U+e-o++5cu+0D-- DU-+K+7f++-ox9KmT L2Vec+W6LH-l++++6C	K^!:*._==F=&- r;- -5y+ K^!:*._==F=!- b++L zy-7+
b-2_t-uns_id-100	A string consists of letters, digits or the symbols '+' and '-'. The string must start with a lowercase or capital letter and it must somewhere contain at least 1 '-'. If any digits are present in the string they are only allowed to be placed in front of a letter.	and(repeatatleast(or(<let>,or(<num>,or(<+>,<->))),1),and(startwith(or(<low>,<cap>)),and(and(not(endwith(<num>)),not(contain(concat(<num>,notcc(<let>))))),contain(<->))))	A-b-bN+ g7J-T0xX-4J+ z+k++Lzxz6Q1t-o R1i1U+e-o++5cu+0D-- DU-+K+7f++-ox9KmT L2Vec+W6LH-l++++6C	K^!:*._==F=&- r;- -5y+ K^!:*._==F=!- b++L zy-7+
b-2_t-uns_id-100	"The string can have letters, digits, ""+"" and ""-"". Digits must come before a letter and the string must have a ""-"". The string must start with a lowercase or capital letter."	and(repeatatleast(or(<let>,or(<num>,or(<+>,<->))),1),and(startwith(or(<low>,<cap>)),and(and(not(endwith(<num>)),not(contain(concat(<num>,notcc(<let>))))),contain(<->))))	A-b-bN+ g7J-T0xX-4J+ z+k++Lzxz6Q1t-o R1i1U+e-o++5cu+0D-- DU-+K+7f++-ox9KmT L2Vec+W6LH-l++++6C	K^!:*._==F=&- r;- -5y+ K^!:*._==F=!- b++L zy-7+
b-2_t-uns_id-102	"A string can be any length. It must not start with a letter, but it must end with a letter. It has to contain three ""F""s in a row, and it has to have a lowercase letter."	and(endwith(<let>),and(not(startwith(<let>)),and(contain(repeat(<F>,3)),contain(<low>))))	_NyFMeQFFF _Cj+!FFFlHcB2xqb @FR45,!NzFFHFFF 2FFFn _Cj+!FFFlHcB2x!l _nFFF	^YF*NFFF _$*aC _FFFf^ ^FFFI ^FNRF,FFFw6 _M_IFF#V:69FFF
b-2_t-uns_id-102	The string is any number of characters. Must contain a lowercase letter and 3 'F' inside. Must not start with a letter and must end with one.	and(endwith(<let>),and(not(startwith(<let>)),and(contain(repeat(<F>,3)),contain(<low>))))	_NyFMeQFFF _Cj+!FFFlHcB2xqb @FR45,!NzFFHFFF 2FFFn _Cj+!FFFlHcB2x!l _nFFF	^YF*NFFF _$*aC _FFFf^ ^FFFI ^FNRF,FFFw6 _M_IFF#V:69FFF
b-2_t-uns_id-102	A string that contains 3 'F' and lowercase letters that does not start with a letter but ends with a letter.	and(endwith(<let>),and(not(startwith(<let>)),and(contain(repeat(<F>,3)),contain(<low>))))	_NyFMeQFFF _Cj+!FFFlHcB2xqb @FR45,!NzFFHFFF 2FFFn _Cj+!FFFlHcB2x!l _nFFF	^YF*NFFF _$*aC _FFFf^ ^FFFI ^FNRF,FFFw6 _M_IFF#V:69FFF
b-2_t-uns_id-104	A string that cannot end in a capital letter.	not(endwith(<cap>))	VIBT5=&q##qd@Z2 #!K.-;tlKe 2#v5Juup t5:xAED4dSPv9dBkP%c :EojC3*pYeqHFxxa. !38nd8^z.ahu$u	=-PiTD3*up&urC LXBF3^V TIbGSI9eSZ hhC:;;wQ 8lnDSd.M;a@H =-PiTD3*up&;5E
b-2_t-uns_id-104	This pattern matches any string not ending with a capital	not(endwith(<cap>))	VIBT5=&q##qd@Z2 #!K.-;tlKe 2#v5Juup t5:xAED4dSPv9dBkP%c :EojC3*pYeqHFxxa. !38nd8^z.ahu$u	=-PiTD3*up&urC LXBF3^V TIbGSI9eSZ hhC:;;wQ 8lnDSd.M;a@H =-PiTD3*up&;5E
b-2_t-uns_id-104	A string consists of letters, numbers and symbols. The letters can be in lowercase or uppercase. The string cannot end with a capital letter.	not(endwith(<cap>))	VIBT5=&q##qd@Z2 #!K.-;tlKe 2#v5Juup t5:xAED4dSPv9dBkP%c :EojC3*pYeqHFxxa. !38nd8^z.ahu$u	=-PiTD3*up&urC LXBF3^V TIbGSI9eSZ hhC:;;wQ 8lnDSd.M;a@H =-PiTD3*up&;5E
b-2_t-uns_id-106	A list of 1 string. the string consist of allowed by a capital letters and length >=4.	and(repeatatleast(<cap>,1),repeatatleast(<any>,4))	XCKJNKKRTEDS KUSURBORLXLUIMIPSCX BNRZBNAVT IPEHSJALKHKSQTBRT RTCOZQMVOGPXCUZTTOIL HHZHRXRMUAISK	Y577K2KG S1L3ZL23T72 5PKD8R5H8F5Z I127F1I5UX0LG QFT DS2KR2S1L1
b-2_t-uns_id-106	A string of 4 or more capital letters.	and(repeatatleast(<cap>,1),repeatatleast(<any>,4))	XCKJNKKRTEDS KUSURBORLXLUIMIPSCX BNRZBNAVT IPEHSJALKHKSQTBRT RTCOZQMVOGPXCUZTTOIL HHZHRXRMUAISK	Y577K2KG S1L3ZL23T72 5PKD8R5H8F5Z I127F1I5UX0LG QFT DS2KR2S1L1
b-2_t-uns_id-106	A string of 4 or more capital letters.	and(repeatatleast(<cap>,1),repeatatleast(<any>,4))	XCKJNKKRTEDS KUSURBORLXLUIMIPSCX BNRZBNAVT IPEHSJALKHKSQTBRT RTCOZQMVOGPXCUZTTOIL HHZHRXRMUAISK	Y577K2KG S1L3ZL23T72 5PKD8R5H8F5Z I127F1I5UX0LG QFT DS2KR2S1L1
b-2_t-uns_id-11	"A string is five to eight characters long. It can contain letters, numbers, and ""*""."	and(repeatatleast(or(<cap>,or(<num>,or(<low>,<*>))),1),repeatrange(<any>,5,8))	ri12c4 75wq* 9*D*Ihx* qg*OZU5 ri12cr ri12c*	=!3#6$*+ c!;G& **PmKC7*D _$s=%F_ **PmKC7*6 =K=m!7
b-2_t-uns_id-11	A string with an overall length of 5 to 8 characters that can contain letters, digits or the character '*'.	and(repeatatleast(or(<cap>,or(<num>,or(<low>,<*>))),1),repeatrange(<any>,5,8))	ri12c4 75wq* 9*D*Ihx* qg*OZU5 ri12cr ri12c*	=!3#6$*+ c!;G& **PmKC7*D _$s=%F_ **PmKC7*6 =K=m!7
b-2_t-uns_id-11	"This pattern matches any string formed by letters, digits, or the special character ""*"", with a lenght of five to eight characters."	and(repeatatleast(or(<cap>,or(<num>,or(<low>,<*>))),1),repeatrange(<any>,5,8))	ri12c4 75wq* 9*D*Ihx* qg*OZU5 ri12cr ri12c*	=!3#6$*+ c!;G& **PmKC7*D _$s=%F_ **PmKC7*6 =K=m!7
b-2_t-uns_id-110	"There is a string of lowercase letters of any length. It can't use ""p"", and it can't end with ""ism""."	and(repeatatleast(<low>,1),and(not(endwith(const(<ism>))),not(contain(<p>))))	wnhrismelrsif bnnhiqxktqng wnhrismelrsij hiiqqinjhiiwyyirjosi ifxyischirzfaotkij qen	wgaflbfzoism piuxid iqjikeiism annlicqkskism trhimism etihckFLfniw
b-2_t-uns_id-110	"This pattern matches strings of lowercase letters not including ""p"" one, nor end with the ""ism"" substring"	and(repeatatleast(<low>,1),and(not(endwith(const(<ism>))),not(contain(<p>))))	wnhrismelrsif bnnhiqxktqng wnhrismelrsij hiiqqinjhiiwyyirjosi ifxyischirzfaotkij qen	wgaflbfzoism piuxid iqjikeiism annlicqkskism trhimism etihckFLfniw
b-2_t-uns_id-110	A string that contains lowercase letters except for 'p', does not end with 'ism'.	and(repeatatleast(<low>,1),and(not(endwith(const(<ism>))),not(contain(<p>))))	wnhrismelrsif bnnhiqxktqng wnhrismelrsij hiiqqinjhiiwyyirjosi ifxyischirzfaotkij qen	wgaflbfzoism piuxid iqjikeiism annlicqkskism trhimism etihckFLfniw
b-2_t-uns_id-111	Any string of letters that does not exceed 9, contains 'VHb', and does not end in 'ETi' or 'GBf'.	and(repeatatleast(<let>,1),and(repeatrange(<any>,0,9),and(not(endwith(const(<ETi>))),and(contain(const(<VHb>)),not(endwith(const(<GBf>)))))))	ZInVHb VVHb NMVXYVHb RVHbo VSVBVTVHb VCfNVHb	gVHbAGBf A6aVHbE DEAWGFQJe gVHbGGBf VHbGBf VHbBETi
b-2_t-uns_id-111	This string can only contain letters, and it must containg between 1 and 9 characters. it has to contain 'VHb', and the final three letters cannot be 'ETi' or 'GBf'.	and(repeatatleast(<let>,1),and(repeatrange(<any>,0,9),and(not(endwith(const(<ETi>))),and(contain(const(<VHb>)),not(endwith(const(<GBf>)))))))	ZInVHb VVHb NMVXYVHb RVHbo VSVBVTVHb VCfNVHb	gVHbAGBf A6aVHbE DEAWGFQJe gVHbGGBf VHbGBf VHbBETi
b-2_t-uns_id-111	A string that can contain up to 9 letters. The sequence of letters must contain 'Vhb'. The string cannot end with either 'ETi' or 'GBf'.	and(repeatatleast(<let>,1),and(repeatrange(<any>,0,9),and(not(endwith(const(<ETi>))),and(contain(const(<VHb>)),not(endwith(const(<GBf>)))))))	ZInVHb VVHb NMVXYVHb RVHbo VSVBVTVHb VCfNVHb	gVHbAGBf A6aVHbE DEAWGFQJe gVHbGGBf VHbGBf VHbBETi
b-2_t-uns_id-112	A string has six or more characters that can be digits or lowercase letters.	and(repeatatleast(or(<num>,<low>),1),repeatatleast(<any>,6))	37405chk1pt8 8pn68a md3il93n77 86x6a58ajqt7w3145d 504urp2tsscch044u 7tn68171657	_i.!4=yh^!n% 7aekh pq&&!!@@=!*s,! :j#_!aq#^^%==$@6,& :j#_!aq#^^%==$@6,= 7-,^-=@6_81
b-2_t-uns_id-112	A string of 6 or more characters that has digits or lowercase letters.	and(repeatatleast(or(<num>,<low>),1),repeatatleast(<any>,6))	37405chk1pt8 8pn68a md3il93n77 86x6a58ajqt7w3145d 504urp2tsscch044u 7tn68171657	_i.!4=yh^!n% 7aekh pq&&!!@@=!*s,! :j#_!aq#^^%==$@6,& :j#_!aq#^^%==$@6,= 7-,^-=@6_81
b-2_t-uns_id-112	A string of digits or lowercase letters that is 6 or more characters.	and(repeatatleast(or(<num>,<low>),1),repeatatleast(<any>,6))	37405chk1pt8 8pn68a md3il93n77 86x6a58ajqt7w3145d 504urp2tsscch044u 7tn68171657	_i.!4=yh^!n% 7aekh pq&&!!@@=!*s,! :j#_!aq#^^%==$@6,& :j#_!aq#^^%==$@6,= 7-,^-=@6_81
b-2_t-uns_id-113	"This pattern matches any string that doesnt start with three letters, and allows any character but not the ""2"" digit."	and(repeatatleast(or(<spec>,or(<let>,<num>)),1),and(not(contain(<2>)),not(startwith(repeat(<let>,3)))))	51^ 05^& %1-^6,0*=74#!! %1-^6,0*=74#!4 & W==!;!=TH!!_^7$_0^L	1R.2+l oWz!115kxG1^E=_ *10^@_2# Swz%!.!.-t^ =2!!rl^KJ=F 2p=&$u6
b-2_t-uns_id-113	A string of special characters, letters, and digits that doesn't include '2', and does not start with 3 letters.	and(repeatatleast(or(<spec>,or(<let>,<num>)),1),and(not(contain(<2>)),not(startwith(repeat(<let>,3)))))	51^ 05^& %1-^6,0*=74#!! %1-^6,0*=74#!4 & W==!;!=TH!!_^7$_0^L	1R.2+l oWz!115kxG1^E=_ *10^@_2# Swz%!.!.-t^ =2!!rl^KJ=F 2p=&$u6
b-2_t-uns_id-113	A string that contains any special character, letter or digit except '2'. Also, the string should not start with three letters.	and(repeatatleast(or(<spec>,or(<let>,<num>)),1),and(not(contain(<2>)),not(startwith(repeat(<let>,3)))))	51^ 05^& %1-^6,0*=74#!! %1-^6,0*=74#!4 & W==!;!=TH!!_^7$_0^L	1R.2+l oWz!115kxG1^E=_ *10^@_2# Swz%!.!.-t^ =2!!rl^KJ=F 2p=&$u6
b-2_t-uns_id-114	A string that cannot begin with a special character or contain the number 8.	and(not(startwith(<spec>)),not(contain(<8>)))	s6y;++6b#n Wrxy2B:2.ZzcCooA 91KOl$UD&g2vO%^%+L0% 6-iPTWUl57C%v O-d6vKL1@tP+Q.q.6 92	o618m 9vX8Wn.aOW =.dh 9v8IH+hzrS ! ^
b-2_t-uns_id-114	A string that does not begin with a special character and does not contain an '8'.	and(not(startwith(<spec>)),not(contain(<8>)))	s6y;++6b#n Wrxy2B:2.ZzcCooA 91KOl$UD&g2vO%^%+L0% 6-iPTWUl57C%v O-d6vKL1@tP+Q.q.6 92	o618m 9vX8Wn.aOW =.dh 9v8IH+hzrS ! ^
b-2_t-uns_id-114	The string must not contain number 8, and it should not start with a special character.	and(not(startwith(<spec>)),not(contain(<8>)))	s6y;++6b#n Wrxy2B:2.ZzcCooA 91KOl$UD&g2vO%^%+L0% 6-iPTWUl57C%v O-d6vKL1@tP+Q.q.6 92	o618m 9vX8Wn.aOW =.dh 9v8IH+hzrS ! ^
b-2_t-uns_id-115	A string of any length with any character allowed. But it must contain at least 1 lowercase character.	contain(<low>)	7A1WxpbB v!398AAt25piN1fa BM*w=#B WizLVhEy@2x%G 4P=,msGv_cp xqDNlS+v$	+#R@W_5^*U 90@N0FV;+N^@ 3 O@,+Q6WVVR6 F*K+-9,LSG4EQ^NO1 2&!^3B
b-2_t-uns_id-115	Any string containing a lowercase.	contain(<low>)	7A1WxpbB v!398AAt25piN1fa BM*w=#B WizLVhEy@2x%G 4P=,msGv_cp xqDNlS+v$	+#R@W_5^*U 90@N0FV;+N^@ 3 O@,+Q6WVVR6 F*K+-9,LSG4EQ^NO1 2&!^3B
b-2_t-uns_id-115	A string that contains lowercase letters	contain(<low>)	7A1WxpbB v!398AAt25piN1fa BM*w=#B WizLVhEy@2x%G 4P=,msGv_cp xqDNlS+v$	+#R@W_5^*U 90@N0FV;+N^@ 3 O@,+Q6WVVR6 F*K+-9,LSG4EQ^NO1 2&!^3B
b-2_t-uns_id-116	A string that should contain 4 or more digits. The string can contain neither '4' nor '55'. The string cannot end with '56'.	and(repeatatleast(<num>,1),and(repeatatleast(<any>,4),and(not(endwith(const(<56>))),and(not(contain(<4>)),not(contain(const(<55>)))))))	19272267852902502575 327957018 912568 58306571868105885 0115837615 5950806	589236506195656 482411863076 054025 1259156 kl5oh 631
b-2_t-uns_id-116	A string of 4 or more digits that does not contain a 4 or 55 and cannot end with 56.	and(repeatatleast(<num>,1),and(repeatatleast(<any>,4),and(not(endwith(const(<56>))),and(not(contain(<4>)),not(contain(const(<55>)))))))	19272267852902502575 327957018 912568 58306571868105885 0115837615 5950806	589236506195656 482411863076 054025 1259156 kl5oh 631
b-2_t-uns_id-116	A string that contains digits, is 4 or more characters long, and does not contain '4' or '55'. Does not end with '56'.	and(repeatatleast(<num>,1),and(repeatatleast(<any>,4),and(not(endwith(const(<56>))),and(not(contain(<4>)),not(contain(const(<55>)))))))	19272267852902502575 327957018 912568 58306571868105885 0115837615 5950806	589236506195656 482411863076 054025 1259156 kl5oh 631
b-2_t-uns_id-117	A string is five to ten characters long. It must include a special character, and it must end with a letter or number	and(repeatrange(<any>,5,10),and(endwith(or(<let>,<num>)),contain(<spec>)))	_:W;G@h =l;MRRj_y @qmf5@^B @qmf5@;1 5_7i*Z @qmf5@^z	^Y;=24HlBsU Xgc2R4 H:7C:%^_% r4OM4j80y4 7F3P53ho r4OM4j80I0
