problem_id	description	regex	pos_examples	neg_examples
b-2_t-cat_id-139	The string begins with a capital 'T' or 'K'. Then 1 to 3 lowercase letters followed by 2 to 4 capital letters. Then 3 or more lowercase 'i' followed by 3 to 4 '6'. The string ends with a single lowercase letter.	concat(or(<T>,<K>),concat(repeatrange(<low>,1,3),concat(repeatrange(<cap>,2,4),concat(repeatatleast(<i>,3),concat(repeatrange(<6>,3,4),<low>)))))	KurLULEiiii6666o TyLUViii666j TvBHGiiiiiiiiiii666n KjUYiii666o TxCEDBiiiiii6666u TxCEiiiiiiii6666k	KbwgTFUDiiiii6666ii TyEHDGiiiii6666ll KqozwTHiiii666d TfcDCQiiiiiiiiiii666 ThdtbWGiiiiiiiii666w KoVCWiiii6666qt
b-2_t-cat_id-141	A LIST OF FOUR STRINGS. FIRST STRING CONSIST BY 3 TO 4 CAPITAL LETTERS OR LOWERCASE LETTERS SECOND STRING CONSIST BY 1 TO 4 LETTERS THIRD STRING CONSIST BY 3 TO 4 CAPITAL LETTERS OR LOWERCASE LETTERS LAST STRING CONSIST BY 3 '4'	concat(repeatrange(or(<cap>,<low>),3,4),concat(repeatrange(<let>,1,4),concat(repeatrange(or(<cap>,<low>),3,4),repeat(<4>,3))))	OpZcTQjpdM444 oZiXhvWVHlV444 VjGceQUJvEFD444 MnojAKabc444 VjGceQUJvElF444 AzKCfFW444	PyWtffof4444 PqSkFwHNlHNTC444 sYLlpkoSiFgOZ444 fdhTRwxasPEm44 nxsjoowbrvUzB444
b-2_t-cat_id-147	THERE ARE FIVE STRINGS.FIRST AND FOURTH STRINGS CONSIST BY 'r' LOWERCASE LETTERS. SECOND STRINGS CONSIST BY 2 TO 4 'q' LOWERCASE LETTER.THIRD STRING CONSIST BY 1 TO 2 LETTERS.LAST STRING CONSIST BY '257' OR '786' NUMERIC VALUE	concat(<r>,concat(repeatrange(<q>,2,4),concat(repeatrange(<let>,1,2),concat(<r>,or(const(<257>),const(<786>))))))	rqqqnjr786 rqqqpr786 rqqVr257 rqqqqfur786 rqqqtr786 rqqqr257	rqqTrr871 rqqqqFBr68 rqqxr871 rqqqr37 rrqqqqIzr257 qqqOmr257
b-2_t-cat_id-148	The string begins with 4 't', 2 to 3 lowercase letters, and a 'W' or 'A'. It is followed by 2 or more capital letters and 2 to 3 '6'. The string ends with 1 or more digits.	concat(repeat(<t>,4),concat(repeatrange(<low>,2,3),concat(or(<W>,<A>),concat(repeatatleast(<cap>,2),concat(repeatrange(<6>,2,3),repeatatleast(<num>,1))))))	ttttvvAWFSRRB664 ttttxqyAPU668 ttttwfwALIQD6678655 ttttzaWLZTT6667 ttttxqAPG6631 tttterWIUMSCYV668	ttttmyikAAU66366296 ttttrcoOMRLV6634 ttttzoOFXXE6680 ttttvWNRAKVF66168 tttttwirABN6649 ttteaWDZCGFTQ66504
b-2_t-cat_id-149	A LIST OF FOUR STRINGS. FIRST STRING CONSIST OF 'UJQ' OR 'IW' LETTERS.SECOND STRING CONSIST OF 3 LOWERCASE LETTERS.THIRD STRING CONSIST OF 'UJQ' OR 'IW' LETTERS.LAST STRING CONSIST BY  4 LETTERS	concat(or(const(<UJQ>),const(<IW>)),concat(repeat(<low>,3),concat(or(const(<UJQ>),const(<IW>)),repeat(<let>,4))))	IWwkkIWsEgV UJQgglUJQjwoo UJQgglUJQjwUh IWgwcUJQkWMt IWwkkIWsEgy IWgwcUJQkWMZ	EZJnomUJQISpi IWluzIWGGD ZVKmwrIWAlEO ZVKtheUJQqcap ZVKmwrIWAlEk UJQwmfUJQEfj
b-2_t-cat_id-15	A string starting with 1-3 'k's followed by 2-4 digits and then three capital letters. It ends in either ';$' or '_!:'.	concat(repeatrange(<k>,1,3),concat(repeatrange(<num>,2,4),concat(repeatatleast(<cap>,3),or(const(<;$>),const(<_!:>)))))	k90TQVFDFHXZ;$ kk764FSPLSUHGJEDPQ;$ kk764FSPLSUHGJEDP_!: k95KWMVMK_!: k6395FPOJDAUE;$ k9262YKD_!:	k64FYDUCPGIA,^ kk54892UFGCBIG;$ kkk3988RC_!: kkkk4182BREL_!: k89HV_!: kkk8576BTZ,^
b-2_t-cat_id-20	The string begins with an optional capital 'P'. The string then consists of 2 to 4 digits followed by 3 or more lowercase letters.	concat(optional(<P>),concat(repeatrange(<num>,2,4),repeatatleast(<low>,3)))	P0667ehjoezpluhffzpp P0462zwgjw 01jchryirvwydc P15dqyzvtjcwq 29ywimfibquoepvpt 29cslmzdce	V704ckpa P57550cuszl J27wvyglrzdrzmkboyi 424gm 86042bxlqtnspujlsnw J8418hibegdvgqiyvb
b-2_t-cat_id-25	THERE ARE FOUR STRINGS.FIRST STRING CONSIST OF '@+' OR '_*' SECOND STRING CONSIST OF 2 TO 4 NOT A LETTERS.THIRD STRING CONSIST OF 3 DIGITS NUMERIC VALUES.LAST STRING CONSIST OF 2 'B' LEETER	concat(or(const(<@+>),const(<_*>)),concat(repeatrange(notcc(<let>),2,4),concat(repeat(<num>,3),repeat(<B>,2))))	@+__$&041BB _*^^011BB _*;_3068BB @+__$;050BB _*%^945BB _*;__120BB	,-;^_,%696BB @+*421BB @+^$4_^471BB @+1--_^914BB ,-;#-#939BB @.*^_033BB
b-2_t-cat_id-26	THERE ARE TWO STRINGS.FIRST STRINGS CONSIST BY 1+'I'.LAST STRING CONSIST BY 3 LETTERS.	concat(repeatatleast(<l>,1),repeat(<let>,3))	lllllllllllllllllMXt llllAv llllllllldfy lllllllKp lllllllllllJDE lllllllllllJDa	FMS ixx lllllllbVkF iHa Fpp iHO
b-2_t-cat_id-4	This string begins with 3 capital 'Y' followed by 3 to 4 lowercase letters or digits. Then there are 1 to 4 letters (lowercase or capital) followed by 3 to 4 lowercase 'y'. Finally there are either 3 or more letters - or -  3 or more digits.	concat(repeat(<Y>,3),concat(repeatrange(or(<low>,<num>),3,4),concat(repeatrange(<let>,1,4),concat(repeatrange(<y>,3,4),or(repeatatleast(<let>,3),repeatatleast(<num>,3))))))	YYY8pl8gOzyyyzAT YYY1yrnzAyyyzjTpmgOH YYYawz8awhlyyydlXj YYY32dCaNPyyyzlCp YYYbkzpyyyFfr YYY1yrnzAyyyzjTpmgtv	YYY4v8LzFLyyyUW YYY45n0XmVzyyyoD YYYu3NOXyyyAMbX YYYj0u0cfDeoyyyIbA YYY1561kTyyyyX YYYi571wzDyyy96
b-2_t-cat_id-46	A string starting with two or more letters followed by two more that can't be capitals, then a '1' and 1-3 digits after that and then ending in 3-4 lowercase letters	concat(repeatatleast(<let>,2),concat(repeat(notcc(<cap>),2),concat(<1>,concat(repeatrange(<num>,1,3),repeatrange(<low>,3,4)))))	ouxFlkN^:1701cpkx BWWCUtflc7x1815ylot umHX*r1719sqxc Sp^+14mqo PwIbRbvT_81782sxwo ADTpx^=13hwo	JctPHyki_116ayncf WN_=y19gsw SVb10roh OzMwjmKkGaEo8zp11pqe FjAf.315500qjub bbfQjYMU@^&1752hmnq
b-2_t-cat_id-47	A string starting out with 2-4 capitals followed by one or two 'I' and ending in three letters.	concat(repeatrange(<cap>,2,4),concat(repeatrange(<l>,1,2),repeat(<let>,3)))	UHXBlYoe VOlECP UHXBlYTI APllnoK UHXBlYoY APllnof	ZXKUlel TLHLDllERQ BQCBzp TllksF TLHLDllEdI ZXKUlRx
b-2_t-cat_id-48	THERE ARE FOUR STRINGS.FIRST STRING CONSIST OF 3+ CAPITAL LETTERS.SECOND STRING CONSIST OF 2+ LOWERCASE LETTERS.THIRD STRING CONSIST OF 1 TO 2 LOWERCASE LETTERS OR 1 TO 2 DIGIT NUMERIC VALUES.LAST STRING CONSIST OF 3+ DIGIT NUMERIC VALUES.	concat(repeatatleast(<cap>,3),concat(repeatatleast(<low>,2),concat(or(repeatrange(<low>,1,2),repeatrange(<num>,1,2)),repeatatleast(<num>,3))))	XPVCrlzacbcagj5617 ZNPmpbzwldbvu5044 PTKzlqovv7268731 YDCcxqco31129 STQuj29026 ACNoxxq162994063958	WVqjbu456 PSXeqdiukivipb24 FUSzvkhvrgogqp57 SIDd3426 ERmxwzhsc0184741856
b-2_t-cat_id-49	THERE ARE FIVE STRINGS. I WANT TO MATCH STRINGS THAT START WITH CAPITAL 'S'.SECOND STRING CONSIST OF 'fit' OR 'xa'.THIRD STRING CONSIST OF 3 TO 4 CAPITAL LETTERS.FOURTH STRING CONSIST OF 1 TO 2  'O' LAST STRING CONSIST OF 4 LETTERS.	concat(<S>,concat(or(const(<flt>),const(<xa>)),concat(repeatrange(<cap>,3,4),concat(repeatrange(<O>,1,2),repeat(<let>,4)))))	SxaKPVQOMPNG SxaVYXOOOplhm SxaKUWOOYVv SxaVYXOOOplXS SxaVYXOOOplXf SxaKPVQOMPrE	SzlaMJCSOpxan SxaYLQMifRz SfliZWLOOwlte SxaPWHAUOOTIBI SfltNRIOOOOVvCr SfltLRXAGOOGmrz
b-2_t-cat_id-53	A LIST OF FOUR STRINGS. FIRST AND THIRD STRINGS ARE CONSIST OF  3 TO 4 NOT CAPITAL LETTERS.SECOND AND LAST STRINGS ARE CONSIST OF 3+CAPITAL LETTERS.	concat(repeatrange(notcc(<cap>),3,4),concat(repeatatleast(<cap>,3),concat(repeatrange(notcc(<cap>),3,4),repeatatleast(<cap>,3))))	g*;aUPPv0sqDSKNQNISW __oXLL66aYVU __oXLL6v%YOS x0+vAOMdd2hFJLW bx2eYUM,h4POJRTW %#rISI+tbbMEQU	itlUGTUU2chEQ j3!NBl,e9HOLJ #+fMT,f1FVTYFIXKS #+fMT,fv6PFMGJZJJ rntuDJNgbe1hEGRX 5:s.LVOACOON;k$uNW
b-2_t-cat_id-57	The string begins with 2 or more digits followed by 3 to 4 capital letters. Then 1 or more digits followed by 1 to 3 capital 'L'. Then there is an optional 2 to 4 digits. The string ends with 3 to 4 letters.	concat(repeatatleast(<num>,2),concat(repeatrange(<cap>,3,4),concat(repeatatleast(<num>,1),concat(repeatrange(<L>,1,3),concat(optional(repeatrange(<num>,2,4)),repeatrange(<let>,3,4))))))	19QXM641LLL1307doly 8581GXKN93LLL17yZs 8581GXKN93LLL17ysc 24YZZ0181LLL8469zAvJ 77CKRI17LLAU 54JBX85LLIaNE	6AKAX85L38qKf 30KLWG9L11559pBbV 84HTU51LLLL8132MgLM 91NEPAW3L81PEGL 57FB7047LLLi 2PLAJ567LLSB
b-2_t-cat_id-58	This has 3 groups of 3 letters. You may separate the first 3 with 2-4 lowercase letters, and you may omit the last group of three. The second group must be followed by 2 '1'.	concat(repeat(<let>,3),concat(optional(repeatrange(<low>,2,4)),concat(repeat(<let>,3),concat(repeat(<1>,2),optional(repeat(<let>,3))))))	esHxxsVf11LBF pjVbuynOlB11Nla esHxxsVf11LBi YIPNYL11LEH xEshtueur11LKj YIPNYL11LsX	bhQrvQeJ11vz nXbioKBY1 CIOkbo11smpD lkWxGYT11teB QUdAdEz11 HhTDIR11FP
b-2_t-cat_id-59	A string consisting of 1-4 letters followed by a '1' and ending with one or more lowercase letter(s)	concat(repeatrange(<let>,1,4),concat(<1>,repeatatleast(<low>,1)))	Yh1qrksbiynnokx WpO1ve Jbg1argzhcecycoerhnr D1svimpalx GmuM1jsbcwses PXNX1nbm	Tsis6elej ypSo6om ifdt1 p1 M1 aX6hkpxihud
b-2_t-cat_id-62	a string starting with two letters and ending in 1-3 lowercase letters.	concat(repeat(<let>,2),repeatrange(<low>,1,3))	BUmcj Bxvsn sHab eNwqt ezcal Yoog	vpZcf mxZphe ic tKVu Qc Yz
b-2_t-cat_id-78	A string starting with two or more '5's followed by 'I' and then a digit after that and ending with one to four lowercase letters.	concat(repeatatleast(<5>,2),concat(<l>,concat(<num>,repeatrange(<low>,1,4))))	55l0di 555l5xge 5555555555555l9qau 5555l8h 555555l5mexi 5555555555l7i	5l5v 55l1 5l4yota 5555ldzl 555555lkk 5l4axr
b-2_t-cat_id-81	A LIST OF THREE STRINGS FIRST STRING CONSIST OF 1+ DIGIT NUMERIC VALUES OR CAPITAL LETTERS.SECOND STRING CONSIST OF 2 LETTERS THAT IS OPTIONAL. LAST STRING CONSIST OF 1+ DIGIT NUMERIC VALUES OR CAPITAL LETTERS.	concat(repeatatleast(or(<num>,<cap>),1),concat(optional(repeat(<let>,2)),repeatatleast(or(<num>,<cap>),1)))	3AVR7DRP2Xb0W 1VMR YJrv1J4U71P 9PFF33Y3ueB82B ZJPG0NUd8Y14HL6 YJrv1J4U7D4	MwIrRHQ L 1lNaE1N34 dn61G7G4
b-2_t-cat_id-83	A string starting with 2-3 capitals or digits followed by two capitals and then 203 capitals or digits and ending with two capitals.	concat(repeatrange(or(<cap>,<num>),2,3),concat(repeat(<cap>,2),concat(repeatrange(or(<cap>,<num>),2,3),repeat(<cap>,2))))	K6JIPWTZ 5DYTB77QU 7L7IPUR7XG K6JI8XNQ 7L7IPU3DMR 7L7IPURXJO	P9GGGN3JCFJ C68KD0BE 74MH4BN 5ZGG05M6RB 31XLIF43E 5ZGG05MYNX
b-2_t-cat_id-84	Your string begins with 2 'U', which is followed by 2-4 uppercase letters. Add 2 more 'U', then either 'glc' or 'tf'. Stop there or end with 2 'U'.	concat(repeat(<U>,2),concat(repeatrange(<cap>,2,4),concat(repeat(<U>,2),concat(or(const(<glc>),const(<tf>)),optional(repeat(<U>,2))))))	UUWFFUUglcUU UUVEWYUUglcUU UUXCUUtf UUTSSUUtf UUWFFUUUtfUU UUTSYUUtf	UUISUXUtfUU UUGWDUUUglcUUU UUXLZUUUUglc UUZKUUUik UUTFZUUUglcUUU UUGWDWUUglcUUU
b-2_t-cat_id-87	Two strings containing 3 to 4 '0' and end with either '#' or '+'	concat(repeatrange(<0>,3,4),concat(or(<+>,<#>),concat(repeatrange(<0>,3,4),or(<+>,<#>))))	0000#000+ 000#000+ 0000+0000+ 0000#0000# 000+000# 0000#000#	0000#00# 000#00+ 00000+0000# 000+00# 000;0000# 0000.000#
b-2_t-cat_id-89	A string that starts with a letter and is followed by three lowercase letters and ends in one to three capitals.	concat(<let>,concat(repeatatleast(<low>,3),repeatrange(<cap>,1,3)))	BpvsxbujgwKB RkbrmbfyBPF mqtyicfafvesdzddBW XehtvephuujbcyyceKY bauavjrL mqtyicfafvesdzdIYB	yIaedstbimhyeQ Ciwpjcwjjm AZvumytuoynljuwgJ zOysdqgenyID VjrkexinygamqTYZI qzjrrk
b-2_t-cat_id-99	THERE ARE TWO STRINGS. FIRST STRING CONSIST BY 3 TO 4 LOWERCASE LETTERS LAST STRING CONSIST BY 3 OR MORE CAPITAL LETTERS.	concat(repeatrange(<low>,3,4),repeatatleast(<cap>,3))	alzNYJQUVZOBDMVAXPY dswzMJAYGXGSI opnUHESKQTZFLQMNJ zghQAG hswOJWYNYG hulNWNFOHEXTBEN	nmektQBHKQZBIVSISBMT tdPESHGSGAUTWK avzydMXADW prQIRIIVAUJFU eeSLYRGYXOK ullkvDIHLQJPL
b-2_t-sep_id-102	A number of 3 letter strings separated by commas	concat(repeat(<let>,3),star(concat(<,>,repeat(<let>,3))))	Mcs jph,jHN lUc,NfH,hYY veL,QuY,eBd,hut WUc,iFR Moc,UEr,CLO	xK,Im,Rz,Ga Xn,RE,ux,hk,be,ce Qa,QT,KW,Dn,kI,KG,Cr Ul,eX Xn,RE,ux,hk,be,QI sM
b-2_t-sep_id-105	A list of 3 semicolon separated strings. The first and second strings begin with any combination of 4 letters or digits. These strings end with 2 to 4 lower case letters. The third part is any number of capital letters.	concat(concat(repeat(or(<let>,<num>),4),repeatrange(<low>,2,4)),concat(<;>,concat(concat(repeat(or(<let>,<num>),4),repeatrange(<low>,2,4)),concat(<;>,repeatatleast(<cap>,1)))))	O0Culdvs;0ctycf;H 80Oymq;2T2myvsz;DZG 80Oymq;2T2Btd;CZZCL Vdfhyc;t0Gnfo;GBWY O0Culdvs;0ctDkb;A rVfios;M87mszt;NJZLF	mLNWmxydw;x9e5pdvf;A 5xSxe;xTC8jv;Q 996wm;j2ykqb;Z 7LJcctv;A9twi;FXAUC eB9Ydhksk;uwdEtzz;R uG45qjwr;PuVpxt;34
b-2_t-sep_id-106	THERE ARE ELEVEN STRINGS.FIRST,FIFTH AND NINTH STRINGS CONSIST OF 2 TO 4 LETTERS.SECOND,SIXTH AND TENTH STRINGS CONSIST OF 'w' LOWERCASE LETTER.THIRD,SEVENTH AND ELEVENTH STRINGS ARE CONSIST OF LOWERCASE LETTERS.FOURTH AND EIGHTH STRINGS CONSIST OF DOT SYMBOL.	concat(concat(repeatrange(<let>,2,4),concat(<w>,<low>)),concat(<.>,concat(concat(repeatrange(<let>,2,4),concat(<w>,<low>)),concat(<.>,concat(repeatrange(<let>,2,4),concat(<w>,<low>))))))	BiwFwc.slzHws.ahwa Hbwww.oZwx.IVxHwn Irwz.mPwy.xQwk Hbwww.oZwx.IVxwwj Irwz.mPwy.xpwb KvYIwp.utwwwq.Sbxwb	oTwx.bxNjwg.eEwhd fAwbwx.hWxmwoo.Ycyww uDmKqq.luzww.KLww LydKSwy.GJMwx.Kvwi vhydwo.Fhwx.htbfd mVeqz.MSww.poww
b-2_t-sep_id-108	A list of 3 dash separated strings. The first and second strings consist of any number of characters, except special characters. The third part is 4 or more digits and capital letters.	concat(repeatatleast(or(<num>,or(<low>,<cap>)),1),concat(<->,concat(repeatatleast(or(<num>,or(<low>,<cap>)),1),concat(<->,and(repeatatleast(or(<num>,<cap>),1),repeatatleast(<any>,4))))))	a0t-7ct-2EQM7 5-9-0U2SO hTwlE2-9n-ILI0H a0t-7ct-2EQ60 c-s-76WP I-P-O7RR0856	Ps8L-yDZyoRD-7Xcv H-i4S-F22o FL-y-ZWwL 3AA-XTYz-I45Cd mr-90k-2ci5
b-2_t-sep_id-112	Begin the string with an uppercase letter. Use a comma to separate the next string which must be letters. One more comma, and compose the last string with numbers, lowercase letters, or big 'D'. Never end the line with a little letter after a number.	concat(<cap>,concat(<,>,concat(repeatatleast(or(<low>,<cap>),1),concat(<,>,and(repeatatleast(or(<low>,or(<num>,<D>)),1),not(endwith(concat(<num>,<low>))))))))	W,x,DdDkDrbdDqDD V,eIGu,3 W,x,DdDkDrbdDqD8 Y,SP,nc Y,SP,Di Q,Lbrj,rD2xko2DDD	H,5,8iq1D0DD9 RP,pjF,kjzDD H,Tr3oT,qDDD1 M,Su82,r JS,x,8 A,7k,1vg
b-2_t-sep_id-115	A LIST OF SIX STRINGS FIRST,THIRD AND FIFTH STRINGS ARE CONSIST OF 1+'N' OR 1+'D' SECOND AND FOURTH STRINGS ARE CONSIST OF FULL STOP SYMBOLS AND LAST STRING CONSIST OF 2 TO 3 DIGIT NUMERIC VALUES	concat(or(repeatatleast(<N>,1),repeatatleast(<D>,1)),concat(<.>,concat(or(repeatatleast(<N>,1),repeatatleast(<D>,1)),concat(<.>,concat(or(repeatatleast(<N>,1),repeatatleast(<D>,1)),repeatrange(<num>,2,3))))))	DD.NNNN.DDDDDD561 NN.N.N09 D.N.NNNNNNNNN954 DD.N.NNNNNNNNNNN756 DD.N.DDDDDDDDDDDD78 DDDDDDD.D.D24	.D.NNNNNNN946 .DD.NNNNNNNNNN451 .D.DDDDDDDDDDDD31 NN.DDDDD.973 DD..NNNNNNNNNNNN39 NN.NNNNNNN.28
b-2_t-sep_id-12	A LIST OF EIGHT STRINGS. FIRST,FOURTH AND SEVENTH STRINGS ARE CONSIST BY 3+LOWERCASE LETTERS THAT IS OPTIONAL.SECOND,FIFTH AND EIGHTH STRINGS ARE CONSIST BY 3 DIGIT NUMERIC VALUES.THIRD AND SIXTH STRINGS ARE CONSIST BY DOT SYMBOLS.	concat(concat(optional(repeatatleast(<low>,3)),repeat(<num>,3)),concat(<.>,concat(concat(optional(repeatatleast(<low>,3)),repeat(<num>,3)),concat(<.>,concat(optional(repeatatleast(<low>,3)),repeat(<num>,3))))))	853.nxjccb621.770 wcih638.067.693 119.451.cbjo244 skxem264.qzph617.127 853.nxj880.enw891 napvzgt743.367.626	8133.fhajv817.232 vcxk6275.161.aye716 126.ic171.vzgujiq052 482.50.muf063 iq030.308.qwhx864 zizp4738.592.zrfl621
b-2_t-sep_id-121	A string starting with five capital letters followed by a semicolon. Immediately following there are five more capital letters and another semicolon again. Next, there is one lowercase letter required followed by a string that can consist of a digit, a lowercase letter and capital 'K'.	concat(and(repeatatleast(<cap>,1),repeat(<any>,5)),concat(<;>,concat(and(repeatatleast(<cap>,1),repeat(<any>,5)),concat(<;>,and(repeatatleast(or(<num>,or(<low>,<K>)),1),startwith(<low>))))))	LFTMG;CSBNK;pK656e NEYMO;VZQCP;ri6K YJPLR;AIBJQ;cxK NEYMO;VZQCP;ri6m NTMGC;XQFFX;cKKhesf XZQGT;BTAER;ohp4K80t	FQVIM;GSFZOA;wsh5Ki NIUHU;YPJMR;9b54KK GNEDK;NQADW;Kv TAIUI;PPELLN;sK970Kc KOEML;DPMRW;K2 MCENE;METEU;7qqKKKyK
b-2_t-sep_id-126	A list of 3 dash separated strings. Each string consists of 1 to 4 letters followed by 2 to 4 'A' and ends with 1 or more letters.	concat(concat(repeatrange(<let>,1,4),concat(repeatrange(<A>,2,4),repeatatleast(<let>,1))),concat(<->,concat(concat(repeatrange(<let>,1,4),concat(repeatrange(<A>,2,4),repeatatleast(<let>,1))),concat(<->,concat(repeatrange(<let>,1,4),concat(repeatrange(<A>,2,4),repeatatleast(<let>,1)))))))	EeAAPY-vnUKAAZ-SAAE IoAAqiCJ-nAAM-rAAC SAAS-DXTnAAgF-JtAAMY tkalAAe-WAAo-BAAz EeAAPY-vnUKAAZ-SAAn tkalAAe-WAAo-BAAR	GebnhAAjH-XAAs-qAAf fAAZ-SLwWKAAt-NAAR sqjaAA-SAAI-iAAd pTAAg-cyFVkAAt-CAAo PAA-GAAV-rAAN KLMOmAAC-BAAW-RAAg
b-2_t-sep_id-129	A LIST OF SIX STRINGS.FIRST STRING CONSIST OF 1+ LETTERS.SECOND STRINGS CONSIST OF 2+'o'.THIRD AND FITH STRINGS ARE CONSIST OF CAMA SYMBOLS. FOURTH AND LAST STRINGS CONSIST OF ALLOW LOWERCASE LETTERS, CAPITAL LETTERS AND '3'	concat(concat(repeatatleast(<cap>,1),repeatatleast(<o>,2)),concat(<,>,concat(repeatatleast(or(<low>,or(<cap>,<3>)),1),concat(<,>,repeatatleast(or(<low>,or(<cap>,<3>)),1)))))	Foo,F3,H3hAWRqvyQb Yoo,3,3 OFooo,fI,w Hoooo,T3m,i Gooo,qKc3v,3MX3kV3s3 Xoo,3,33xwYTqPu3KF3	Ooo,mJi6Q89m4,F Soooo,cxH,HJTR13X Voo,3,5 Yoo,6,3 Ooo,7,P
b-2_t-sep_id-139	A string starts with 2 'q' and 3 digits. Next put a dash to denote the next line of 1-2 lowercase letter and 1-4 'z'. The next line is separated with a dash, and must be 'OC' or 'LL'.	concat(concat(repeat(<q>,2),repeat(<num>,3)),concat(<->,concat(concat(repeatrange(<low>,1,2),repeatrange(<z>,1,4)),concat(<->,or(const(<OC>),const(<LL>))))))	qq678-wz-LL qq923-uzzzzz-OC qq624-pizzz-OC qq474-ckzz-OC qq484-wzz-OC qq923-ukzzzz-OC	qq48-vzzzzz-OC qq30-ezzzz-LL qq954-jdzzzz-ALJ qqq607-odz-LL qq854-mzzzz-YD qq1400-mz-OC
b-2_t-sep_id-143	A list of 3 period separated strings. The first and second strings consist of 3 to 4 'Y'. These strings have 2 options: 2 or more digits leading and 2 to 4 digits following the strings. The final ssting is 3 letters followed by '%'.	concat(concat(optional(repeatatleast(<num>,2)),concat(repeatrange(<Y>,3,4),optional(repeatrange(<num>,2,4)))),concat(<.>,concat(concat(optional(repeatatleast(<num>,2)),concat(repeatrange(<Y>,3,4),optional(repeatrange(<num>,2,4)))),concat(<.>,concat(repeat(<let>,3),<%>)))))	YYY14.YYY.Cjj% 56YYY.YYYY.hWn% 15YYY50.YYY.neX% 56YYY.YYYY.hwt% YYY.YYY.Bbt% YYY14.YYY.CPs%	397YYY5.YYYY.HBM% YYYY.77YYYY.NkR- YYY62.YYYYY.ZBj% 079YY64.YYYY.Wxa% YYY.YYYY68050.IGr% YYYY1.YYY.TPI%
b-2_t-sep_id-146	A string starting with one to four 'g's followed by a semicolon. Next there is capitals and lowercases allowed followed by four charactrs starting with a letter then a digit.	concat(repeatrange(<g>,1,4),concat(<;>,concat(repeatatleast(or(<cap>,<low>),1),concat(<;>,and(repeatatleast(or(<let>,<num>),1),repeat(<any>,4))))))	g;MtSlfSIrheKLX;q6xi g;f;8ZF2 g;f;8ZFb gggg;bTReRUN;2Cmx ggg;balbTha;aVM7 ggg;balbTha;aVMY	g;38xrNnw3H2vy;PDOC gg;BxFrYiYFrn;as9 ggg;mJ2;0Yo8 gggg;B;grD g;hcnRNmkgdhw;8F0 g;RN;eho
b-2_t-sep_id-18	A list of 3 period separated strings. The first strings consist of 2 to 3 '6'. The second and third string consist of letters but the first character must be capital and the last must be lowercase.	concat(repeatrange(<6>,2,3),concat(<.>,concat(and(repeatatleast(or(<low>,<cap>),1),and(not(startwith(<low>)),not(endwith(<cap>)))),concat(<.>,and(repeatatleast(or(<low>,<cap>),1),and(not(startwith(<low>)),not(endwith(<cap>))))))))	66.KVZGIa.AzhuWPt 66.HPDj.BssxqGVVUNSi 66.ECTf.QFTsvzEyAse 66.KVZGIa.Azhufve 66.Hg.Abf 666.TqrWFpt.Gpz	6.Mu.VFfmhVJSWRCnvNw 66.TfB.IQUBZhzvwkh 66.Ezi.P 6666.Wn.UiTdjNWPn 66.MNu.IfqKvuGFN 66.L.Qhc
b-2_t-sep_id-23	THERE ARE SIX STRINGS.FIRST,FOURTH AND SIXTH STRINGS ARE CONSIST OF 2 TO 4 LOWERCASE LETTERS OR 2 TO 4 DIGIT NUMERIC VALUES. SECOND STRING CONSIST OF 2 TO 3 LETTERS.THIRD AND FIFTH STRINGS CONSIST OF CAMA SYMBOL.	concat(concat(or(repeatrange(<low>,2,4),repeatrange(<num>,2,4)),repeatrange(<let>,2,3)),concat(<,>,concat(or(repeatrange(<low>,2,4),repeatrange(<num>,2,4)),concat(<,>,or(repeatrange(<low>,2,4),repeatrange(<num>,2,4))))))	89Hm,gxaw,klmj 29NPU,jm,tg 29NPU,jm,71 kfvmK,glwf,bcna 682CJE,1626,ijkf 60Qd,46,zo	7wwS,314,944 783Y,45,13 ueMM,00433,phb 33ID,q,37 7wwS,3148,de sgqacAc,aisqw,6463
b-2_t-sep_id-35	3 dot separated stringss that allow only lowercase letters and digits. The first 2 must start with a lowercase letter and the last one must have a length greater than 2	concat(and(repeatatleast(or(<low>,<num>),1),startwith(<low>)),concat(<.>,concat(and(repeatatleast(or(<low>,<num>),1),startwith(<low>)),concat(<.>,and(repeatatleast(or(<let>,<num>),1),repeatatleast(<any>,3))))))	t1113h.m23y.7hTfzTD z1.rmrx.yK0 gfa.c.TEPHUa t1113h.m23y.7hTfzpY ob8.k.hBd w.u.q036	o3571qts.5.gDO nj.0.5aU wVG4.k.PQs s.5.C7N9aciU ru.l4W.xe04wUXimngN q.7.5sL
b-2_t-sep_id-49	3 dash separated strings that only allow capital letters and that are not starting with 'IHC' and ending with N	concat(and(repeatatleast(<cap>,1),and(not(startwith(const(<IHC>))),endwith(<N>))),concat(<->,concat(and(repeatatleast(<cap>,1),and(not(startwith(const(<IHC>))),endwith(<N>))),concat(<->,and(repeatatleast(<cap>,1),and(not(startwith(const(<IHC>))),endwith(<N>)))))))	IHENBN-NNKVN-IN RNN-N-IN N-JN-N BN-NNNPANQVINN-CN HANN-IHINN-N LGJNRBFTPPGNSN-XN-N	LNGN-IZZNN-IHCNN N-N-A N-N-IHCNNSN PJFN-N-IHCN IHCJNWUXSCKRNN-IN-N KPLPON-V-N
