problem_id	description	regex	pos_examples	neg_examples	const_values
b-2_t-uns_id-141	a string that has special characters or digits , does not contain 2 digits and does not contain const0 .	and ( repeatatleast ( or ( <spec> , <num> ) , 1 ) , and ( not ( contain ( repeat ( <num> , 2 ) ) ) , not ( contain ( const0 ) ) ) )	_:=%#&.##!%!=%@- _0_;_^4 ,5#4_=;*;#=4#, :*= -@#%;^#;==@@ ,5#4_=;*;#=4#!	_#_:$ @%=&*#@:8&=:$ =26& l#X=x+q ,*.#*!!$ .r#8#!_7	1 const0,$
b-2_t-uns_id-143	a string that starts with any letter but const0 . then any letter , digit , or special character is allowed besides const1 . there can not be 2 special characters then a digit .	and ( repeatatleast ( or ( <let> , or ( <num> , <spec> ) ) , 1 ) , and ( and ( startwith ( <let> ) , not ( startwith ( const0 ) ) ) , and ( not ( contain ( concat ( repeat ( <spec> , 2 ) , <num> ) ) ) , not ( contain ( const1 ) ) ) ) )	da:_%W8=X!= c!.n#+j!! E=.&_V* a9@^== a9@^=a V!	E@!=.#=@0 +@!!=: be7%*&@ Uk.2#!at6_;1 I@@=#:dz=!!b Y,$==@a@@!b	2 const0,j const1,b
b-2_t-uns_id-143	the string starts with any letter but const0 . the string then has any number of digits , letters except const1 , and special characters , but can not have 2 special characters followed by a digit .	and ( repeatatleast ( or ( <let> , or ( <num> , <spec> ) ) , 1 ) , and ( and ( startwith ( <let> ) , not ( startwith ( const0 ) ) ) , and ( not ( contain ( concat ( repeat ( <spec> , 2 ) , <num> ) ) ) , not ( contain ( const1 ) ) ) ) )	da:_%W8=X!= c!.n#+j!! E=.&_V* a9@^== a9@^=a V!	E@!=.#=@0 +@!!=: be7%*&@ Uk.2#!at6_;1 I@@=#:dz=!!b Y,$==@a@@!b	2 const0,j const1,b
b-2_t-uns_id-143	the string can have digits , letters and special characters . there can not be 2 special characters followed by a digit . there can not be any const1 . the string must start with a letter other than const0 .	and ( repeatatleast ( or ( <let> , or ( <num> , <spec> ) ) , 1 ) , and ( and ( startwith ( <let> ) , not ( startwith ( const0 ) ) ) , and ( not ( contain ( concat ( repeat ( <spec> , 2 ) , <num> ) ) ) , not ( contain ( const1 ) ) ) ) )	da:_%W8=X!= c!.n#+j!! E=.&_V* a9@^== a9@^=a V!	E@!=.#=@0 +@!!=: be7%*&@ Uk.2#!at6_;1 I@@=#:dz=!!b Y,$==@a@@!b	2 const0,j const1,b
b-2_t-uns_id-144	a string of lowercase letters . it should not start with const0 or contain a const1 or const2 .	and ( repeatatleast ( <low> , 1 ) , and ( not ( startwith ( const0 ) ) , and ( not ( contain ( const1 ) ) , not ( contain ( const2 ) ) ) ) )	qfweladf ycbybmavza iffefaatdfba faaabuzqllt iyejasf ycbybmavzj	jlmfa iHjjA gefcucdnqkgfy OWNanQzQe iyhreebtraume ilI	3 const0,j const1,g const2,h
b-2_t-uns_id-144	this string must contain only lowercase letters but not const1 or const2 , and not to start with a lowercase const0	and ( repeatatleast ( <low> , 1 ) , and ( not ( startwith ( const0 ) ) , and ( not ( contain ( const1 ) ) , not ( contain ( const2 ) ) ) ) )	qfweladf ycbybmavza iffefaatdfba faaabuzqllt iyejasf ycbybmavzj	jlmfa iHjjA gefcucdnqkgfy OWNanQzQe iyhreebtraume ilI	3 const0,j const1,g const2,h
b-2_t-uns_id-144	this pattern matches any string of lowercase letters that does not start with a const0 , nor contains const1 or const2 lowercase letters .	and ( repeatatleast ( <low> , 1 ) , and ( not ( startwith ( const0 ) ) , and ( not ( contain ( const1 ) ) , not ( contain ( const2 ) ) ) ) )	qfweladf ycbybmavza iffefaatdfba faaabuzqllt iyejasf ycbybmavzj	jlmfa iHjjA gefcucdnqkgfy OWNanQzQe iyhreebtraume ilI	3 const0,j const1,g const2,h
b-2_t-uns_id-145	a string that allows letters , special characters , and numbers . it should be more than 6 characters in length and should not begin with 3 capital letters .	and ( repeatatleast ( or ( <cap> , or ( <spec> , or ( <num> , <low> ) ) ) , 1 ) , and ( repeatatleast ( <any> , 6 ) , not ( startwith ( repeat ( <cap> , 3 ) ) ) ) )	.79==+=#15+!^ =9$&=+K!1n8xW#.mH&! +Q8X=6=_=!f#W==#V= 8!!,$-4 =+y==^!=!!+!5=i !Wz1$-u2!;=+5*	VUM^%,t:XM=A^ @__P! SDDu738#2&98 HUEIP:^U=T @__P& @__PL	0
b-2_t-uns_id-145	we want to match strings that contain more than 6 characters . it can contain any character , but is not allowed to start with 3 capital letters .	and ( repeatatleast ( or ( <cap> , or ( <spec> , or ( <num> , <low> ) ) ) , 1 ) , and ( repeatatleast ( <any> , 6 ) , not ( startwith ( repeat ( <cap> , 3 ) ) ) ) )	.79==+=#15+!^ =9$&=+K!1n8xW#.mH&! +Q8X=6=_=!f#W==#V= 8!!,$-4 =+y==^!=!!+!5=i !Wz1$-u2!;=+5*	VUM^%,t:XM=A^ @__P! SDDu738#2&98 HUEIP:^U=T @__P& @__PL	0
b-2_t-uns_id-145	this pattern matches any string that has a length equal or higher than 6 characters and does not start with 3 capital letters .	and ( repeatatleast ( or ( <cap> , or ( <spec> , or ( <num> , <low> ) ) ) , 1 ) , and ( repeatatleast ( <any> , 6 ) , not ( startwith ( repeat ( <cap> , 3 ) ) ) ) )	.79==+=#15+!^ =9$&=+K!1n8xW#.mH&! +Q8X=6=_=!f#W==#V= 8!!,$-4 =+y==^!=!!+!5=i !Wz1$-u2!;=+5*	VUM^%,t:XM=A^ @__P! SDDu738#2&98 HUEIP:^U=T @__P& @__PL	0
b-2_t-uns_id-146	a string of any length is made of lowercase letters . it must start with const0 .	and ( repeatatleast ( <low> , 1 ) , startwith ( const0 ) )	co cokdpagadalbns cood covctzzbpbfjhxld coblxenrxzsuewr couuz	breoezqbtgsjx coamw3z8 bmxeoymy caoqd pqpce co5x2khyo0	1 const0,co
b-2_t-uns_id-146	a string starting with the character sequence const0 followed by any number of lowercase characters .	and ( repeatatleast ( <low> , 1 ) , startwith ( const0 ) )	co cokdpagadalbns cood covctzzbpbfjhxld coblxenrxzsuewr couuz	breoezqbtgsjx coamw3z8 bmxeoymy caoqd pqpce co5x2khyo0	1 const0,co
b-2_t-uns_id-146	a string of lowercase letters that begins with const0 .	and ( repeatatleast ( <low> , 1 ) , startwith ( const0 ) )	co cokdpagadalbns cood covctzzbpbfjhxld coblxenrxzsuewr couuz	breoezqbtgsjx coamw3z8 bmxeoymy caoqd pqpce co5x2khyo0	1 const0,co
b-2_t-uns_id-147	a string starting with an uppercase const0 followed by any number of special characters or const0 .	and ( repeatatleast ( or ( <spec> , const0 ) , 1 ) , not ( startwith ( <spec> ) ) )	Q== Q^ QQ;:!Q- Q+Q=.#_Q@@=!_;@:!; QQ;:!Q& Q@@$@	G: !=&!@@__ *$!!^Q+#@& JXY-#,!;.- =;_@^=#QQ:_@ !	1 const0,Q
b-2_t-uns_id-147	a string that starts with a character other than a special character and includes special characters or const0 .	and ( repeatatleast ( or ( <spec> , const0 ) , 1 ) , not ( startwith ( <spec> ) ) )	Q== Q^ QQ;:!Q- Q+Q=.#_Q@@=!_;@:!; QQ;:!Q& Q@@$@	G: !=&!@@__ *$!!^Q+#@& JXY-#,!;.- =;_@^=#QQ:_@ !	1 const0,Q
b-2_t-uns_id-147	a string that allows special characters or const0 and does not begin with a special character .	and ( repeatatleast ( or ( <spec> , const0 ) , 1 ) , not ( startwith ( <spec> ) ) )	Q== Q^ QQ;:!Q- Q+Q=.#_Q@@=!_;@:!; QQ;:!Q& Q@@$@	G: !=&!@@__ *$!!^Q+#@& JXY-#,!;.- =;_@^=#QQ:_@ !	1 const0,Q
b-2_t-uns_id-148	the string can not have digits and can not have a letter followed by a const0 . it can not start with a capital letter and must end with a capital letter , but can not end with const1 .	and ( not ( contain ( <num> ) ) , and ( not ( contain ( concat ( <let> , const0 ) ) ) , and ( and ( endwith ( <cap> ) , not ( endwith ( const1 ) ) ) , not ( startwith ( <cap> ) ) ) ) )	,Y:Y_:Z$Eu^^Y !*%_;UZ=EZeJ ;_Y @ZZ^YS ;_I ;*xZg^ZYO	_,z^#J;U@iSA ZYYYUuY %_^!=__+pA Y@:evZZYZ_:;Z eZ_KYEZZTBZ-YNN Y_^@U-Y.^Z$V	2 const0,A const1,YNN
b-2_t-uns_id-148	const0 string that does not contain a digit or have a letter followed by const0 . must begin without a capital letter and ends with capital letter but not const1 .	and ( not ( contain ( <num> ) ) , and ( not ( contain ( concat ( <let> , const0 ) ) ) , and ( and ( endwith ( <cap> ) , not ( endwith ( const1 ) ) ) , not ( startwith ( <cap> ) ) ) ) )	,Y:Y_:Z$Eu^^Y !*%_;UZ=EZeJ ;_Y @ZZ^YS ;_I ;*xZg^ZYO	_,z^#J;U@iSA ZYYYUuY %_^!=__+pA Y@:evZZYZ_:;Z eZ_KYEZZTBZ-YNN Y_^@U-Y.^Z$V	2 const0,A const1,YNN
b-2_t-uns_id-148	const0 string that contains no digits , in which any letter can not be followed by const0 . the first character can not be a capital and the last character must be a capital , but not const1 .	and ( not ( contain ( <num> ) ) , and ( not ( contain ( concat ( <let> , const0 ) ) ) , and ( and ( endwith ( <cap> ) , not ( endwith ( const1 ) ) ) , not ( startwith ( <cap> ) ) ) ) )	,Y:Y_:Z$Eu^^Y !*%_;UZ=EZeJ ;_Y @ZZ^YS ;_I ;*xZg^ZYO	_,z^#J;U@iSA ZYYYUuY %_^!=__+pA Y@:evZZYZ_:;Z eZ_KYEZZTBZ-YNN Y_^@U-Y.^Z$V	2 const0,A const1,YNN
b-2_t-uns_id-149	a string of any characters with an overall length of at least 5 . excactly 2 lowercase characters must be present somewhere .	and ( repeatatleast ( <any> , 5 ) , contain ( repeat ( <low> , 2 ) ) )	t6Tu_wPx^=Jm9dM6ri mZcVv=umy;L&26r 3r6L+me tq5chYkS@PmDOpg5pr Gy@0iR%2ad9# hIwc9i3DvKj	%yyC x5Hw4i.tK%r o6dHC68 %Zsf ckhl dM=b9zQU$mJzAgAd	0
b-2_t-uns_id-149	the string has 5 or more characters . it must contain at least 2 lowercase letters .	and ( repeatatleast ( <any> , 5 ) , contain ( repeat ( <low> , 2 ) ) )	t6Tu_wPx^=Jm9dM6ri mZcVv=umy;L&26r 3r6L+me tq5chYkS@PmDOpg5pr Gy@0iR%2ad9# hIwc9i3DvKj	%yyC x5Hw4i.tK%r o6dHC68 %Zsf ckhl dM=b9zQU$mJzAgAd	0
b-2_t-uns_id-149	this pattern matches any string that has a length of 5 or more characters and contains 2 lowercase letters .	and ( repeatatleast ( <any> , 5 ) , contain ( repeat ( <low> , 2 ) ) )	t6Tu_wPx^=Jm9dM6ri mZcVv=umy;L&26r 3r6L+me tq5chYkS@PmDOpg5pr Gy@0iR%2ad9# hIwc9i3DvKj	%yyC x5Hw4i.tK%r o6dHC68 %Zsf ckhl dM=b9zQU$mJzAgAd	0
b-2_t-uns_id-15	a string consisting of capital letters and exclamation marks . it can be between 6 and 9 characters in length and must end in a capital letter . it should contain 2 exclamation marks .	and ( repeatatleast ( or ( <cap> , <!> ) , 1 ) , and ( repeatrange ( <any> , 6 , 9 ) , and ( contain ( repeat ( <!> , 2 ) ) , endwith ( <cap> ) ) ) )	L!K!!!J !!!A!X !!!EVEYM !!!EV!MN !!!EV!!Z !!!EVE!P	!!!!G B!O!U!B N!DR!IAHS !M!KER!! !M!K!M!! !!HSR	0
b-2_t-uns_id-15	a string of capital letters or const0 or 6 - 9 characters . must contain 2 const0 and end with a capital .	and ( repeatatleast ( or ( <cap> , const0 ) , 1 ) , and ( repeatrange ( <any> , 6 , 9 ) , and ( contain ( repeat ( const0 , 2 ) ) , endwith ( <cap> ) ) ) )	L!K!!!J !!!A!X !!!EVEYM !!!EV!MN !!!EV!!Z !!!EVE!P	!!!!G B!O!U!B N!DR!IAHS !M!KER!! !M!K!M!! !!HSR	1 const0,!
b-2_t-uns_id-15	a string that allows capitals or const0 and is 6 - 9 characters in length and contains 2 const0 . must end with a capital .	and ( repeatatleast ( or ( <cap> , const0 ) , 1 ) , and ( repeatrange ( <any> , 6 , 9 ) , and ( contain ( repeat ( const0 , 2 ) ) , endwith ( <cap> ) ) ) )	L!K!!!J !!!A!X !!!EVEYM !!!EV!MN !!!EV!!Z !!!EVE!P	!!!!G B!O!U!B N!DR!IAHS !M!KER!! !M!K!M!! !!HSR	1 const0,!
b-2_t-uns_id-16	a string must use a capital letter or a number , and it must have a special character . it can not contain const1 . it can not start with const0 and it can not end with 3 capital letters followed by a lowercase letter .	and ( not ( startwith ( const0 ) ) , and ( not ( contain ( const1 ) ) , and ( contain ( or ( <cap> , <num> ) ) , and ( contain ( <spec> ) , not ( endwith ( concat ( repeat ( <cap> , 3 ) , <low> ) ) ) ) ) ) )	G_9X@EWH^B^P F=yNCJXW&5 Q$M:+Ef v^!0zBA49 H;w o@x@WteCBY^3iZY	^gw@8^H2ySGKZl 1,GQ@XH5YBXLi yG2r7D zggPJ08sE vd%HR9Dtr3awWp %8Dnk1tgfPI	2 const0,vd const1,I
b-2_t-uns_id-16	the string must not contain const1 , but can have capitals , digits , or special characters . the string can not start with const0 and can not end with 3 capitals followed by a lowercase letter .	and ( not ( startwith ( const0 ) ) , and ( not ( contain ( const1 ) ) , and ( contain ( or ( <cap> , <num> ) ) , and ( contain ( <spec> ) , not ( endwith ( concat ( repeat ( <cap> , 3 ) , <low> ) ) ) ) ) ) )	G_9X@EWH^B^P F=yNCJXW&5 Q$M:+Ef v^!0zBA49 H;w o@x@WteCBY^3iZY	^gw@8^H2ySGKZl 1,GQ@XH5YBXLi yG2r7D zggPJ08sE vd%HR9Dtr3awWp %8Dnk1tgfPI	2 const0,vd const1,I
b-2_t-uns_id-16	the string can not start with const0 and can not end with 3 capital followed by a lowercase letter . it can not contain const1 , must have a capital or digit , and a special character .	and ( not ( startwith ( const0 ) ) , and ( not ( contain ( <I> ) ) , and ( contain ( or ( <cap> , <num> ) ) , and ( contain ( <spec> ) , not ( endwith ( concat ( repeat ( <cap> , 3 ) , <low> ) ) ) ) ) ) )	G_9X@EWH^B^P F=yNCJXW&5 Q$M:+Ef v^!0zBA49 H;w o@x@WteCBY^3iZY	^gw@8^H2ySGKZl 1,GQ@XH5YBXLi yG2r7D zggPJ08sE vd%HR9Dtr3awWp %8Dnk1tgfPI	2 const0,vd const1,l
b-2_t-uns_id-17	there is a only 1 string and its have a 2 times of const0 uppercase .	contain ( repeat ( <l> , 2 ) )	r+lo;All lp=Ull rp$#y+gvlgll XXlrlE0SllS lwlqYljmBrllQNU7U!B lUlwlxq4_tlcwll	Tl -lKkyl lGl$l$qr;sBv ljb;lPl lGl$l$qr;sBH ljb;lPo	1 const0,I
b-2_t-uns_id-17	this pattern matches any string that contains 2 const0 capital letters	contain ( repeat ( <l> , 2 ) )	r+lo;All lp=Ull rp$#y+gvlgll XXlrlE0SllS lwlqYljmBrllQNU7U!B lUlwlxq4_tlcwll	Tl -lKkyl lGl$l$qr;sBv ljb;lPl lGl$l$qr;sBH ljb;lPo	1 const0,I
b-2_t-uns_id-17	a string that contains 2 const0 .	contain ( repeat ( const0 , 2 ) )	r+lo;All lp=Ull rp$#y+gvlgll XXlrlE0SllS lwlqYljmBrllQNU7U!B lUlwlxq4_tlcwll	Tl -lKkyl lGl$l$qr;sBv ljb;lPl lGl$l$qr;sBH ljb;lPo	1 const0,l
b-2_t-uns_id-18	a string must contain a capital const0 . it can not begin with 2 special characters or a lowercase letter followed by a capital letter . it can be any length .	and ( not ( startwith ( concat ( <low> , <cap> ) ) ) , and ( contain ( const0 ) , not ( startwith ( repeat ( <spec> , 2 ) ) ) ) )	;4BgCW7#Kg3^i,L .U3LNg7 a2;PL+UkZMIU Lfz6yDJ:OB4WSD,o0I %GFL KL	wJ48=L nXN1$A0BILx- .%OJT^L&f^QN %a$kB+vspM rW&gsl0L 	1 const0,L
b-2_t-uns_id-18	a string that has the following restrictions : it can neither start with a lowercase character followed by a capital letter nor with 2 consecutive special characters . and somewhere in the string must be a capital const0 .	and ( not ( startwith ( concat ( <low> , <cap> ) ) ) , and ( contain ( const0 ) , not ( startwith ( repeat ( <spec> , 2 ) ) ) ) )	;4BgCW7#Kg3^i,L .U3LNg7 a2;PL+UkZMIU Lfz6yDJ:OB4WSD,o0I %GFL KL	wJ48=L nXN1$A0BILx- .%OJT^L&f^QN %a$kB+vspM rW&gsl0L 	1 const0,L
b-2_t-uns_id-18	a string that contains an const0 and does not begin with a lowercase followed by a capital or 2 special characters .	and ( not ( startwith ( concat ( <low> , <cap> ) ) ) , and ( contain ( const0 ) , not ( startwith ( repeat ( <spec> , 2 ) ) ) ) )	;4BgCW7#Kg3^i,L .U3LNg7 a2;PL+UkZMIU Lfz6yDJ:OB4WSD,o0I %GFL KL	wJ48=L nXN1$A0BILx- .%OJT^L&f^QN %a$kB+vspM rW&gsl0L 	1 const0,L
b-2_t-uns_id-19	a string uses capital letters and const0 . there can not be 3 const0 in a row .	and ( repeatatleast ( or ( <cap> , const0 ) , 1 ) , not ( contain ( repeat ( const0 , 3 ) ) ) )	bbSCbLbWbIb bbDZJbbOOb bbDZJbbObM bbAbSbb bLbBbHYHETLbJUbLbbSb bbNbSAbbTBbSbH	m Jbbbbbb bMbbb bhaaabRB bRITbQRbVbbbb tasaaQaIdKaab	1 const0,b
b-2_t-uns_id-19	a string can be any length , and capital letters and const0 are allowed . however , the string can not have 3 const0 in a row .	and ( repeatatleast ( or ( <cap> , const0 ) , 1 ) , not ( contain ( repeat ( const0 , 3 ) ) ) )	bbSCbLbWbIb bbDZJbbOOb bbDZJbbObM bbAbSbb bLbBbHYHETLbJUbLbbSb bbNbSAbbTBbSbH	m Jbbbbbb bMbbb bhaaabRB bRITbQRbVbbbb tasaaQaIdKaab	1 const0,b
b-2_t-uns_id-19	a string that has capital letters or const0 , but does not contain exactly 3 const0 .	and ( repeatatleast ( or ( <cap> , const0 ) , 1 ) , not ( contain ( repeat ( const0 , 3 ) ) ) )	bbSCbLbWbIb bbDZJbbOOb bbDZJbbObM bbAbSbb bLbBbHYHETLbJUbLbbSb bbNbSAbbTBbSbH	m Jbbbbbb bMbbb bhaaabRB bRITbQRbVbbbb tasaaQaIdKaab	1 const0,b
b-2_t-uns_id-2	a string with an overall length of 5 to 8 that allows all possible characters excluding lowercase . it must not contain the character sequence const0 .	and ( repeatatleast ( or ( <spec> , or ( <cap> , <num> ) ) , 1 ) , and ( repeatrange ( <any> , 5 , 8 ) , not ( contain ( concat ( <^> , <0> ) ) ) ) )	!95._!$7 K!9&^ K!9&: $EH+=_! %!_%^^ %!_%^-	*%2= ==%=^0 _^_Z!f *%2& *%2O ^X%!!S^0	1 const0,^0
b-2_t-uns_id-2	the string contains 5 to 8 characters that can be capital letters , digits , or special characters . there can not be the pattern const0 in the string .	and ( repeatatleast ( or ( <spec> , or ( <cap> , <num> ) ) , 1 ) , and ( repeatrange ( <any> , 5 , 8 ) , not ( contain ( concat ( <^> , <0> ) ) ) ) )	!95._!$7 K!9&^ K!9&: $EH+=_! %!_%^^ %!_%^-	*%2= ==%=^0 _^_Z!f *%2& *%2O ^X%!!S^0	1 const0,^0
b-2_t-uns_id-2	a string of special characters , capitals , or digits of 5 - 8 characters . does not have const0 followed by const1 .	and ( repeatatleast ( or ( <spec> , or ( <cap> , <num> ) ) , 1 ) , and ( repeatrange ( <any> , 5 , 8 ) , not ( contain ( concat ( const0 , const1 ) ) ) ) )	!95._!$7 K!9&^ K!9&: $EH+=_! %!_%^^ %!_%^-	*%2= ==%=^0 _^_Z!f *%2& *%2O ^X%!!S^0	2 const0,^ const1,0
b-2_t-uns_id-21	a string is at least 5 characters long . it must begin with a letter , and it must have at least 1 capital letter .	and ( repeatatleast ( <any> , 5 ) , and ( startwith ( <let> ) , contain ( <cap> ) ) )	t7kA$&4tSJpb ZF0S4J gRlkmb#TT Og3LP kwP&9ZV@XrxaTW=4L t7kj+l4D9rDp	sfp0f314hg+_ _*46-!+v6V$h _$g84N22c7MN1x t0U1 tGD@ c0rox	0
b-2_t-uns_id-21	the string must start with a letter , has 5 or more total characters , and must contain at least 1 capital letter .	and ( repeatatleast ( <any> , 5 ) , and ( startwith ( <let> ) , contain ( <cap> ) ) )	t7kA$&4tSJpb ZF0S4J gRlkmb#TT Og3LP kwP&9ZV@XrxaTW=4L t7kj+l4D9rDp	sfp0f314hg+_ _*46-!+v6V$h _$g84N22c7MN1x t0U1 tGD@ c0rox	0
b-2_t-uns_id-21	a string of at least 5 characters that has a capital letter , and begins with a letter .	and ( repeatatleast ( <any> , 5 ) , and ( startwith ( <let> ) , contain ( <cap> ) ) )	t7kA$&4tSJpb ZF0S4J gRlkmb#TT Og3LP kwP&9ZV@XrxaTW=4L t7kj+l4D9rDp	sfp0f314hg+_ _*46-!+v6V$h _$g84N22c7MN1x t0U1 tGD@ c0rox	0
b-2_t-uns_id-23	the string is any length and uses letters , numbers , and special characters . it can not use const0 , and it can not end in a letter .	and ( repeatatleast ( or ( <spec> , or ( <num> , <let> ) ) , 1 ) , and ( not ( endwith ( <let> ) ) , not ( contain ( const0 ) ) ) )	_H3Q#+6 _s#=!2=,$6 n.*_=+#!o@&*7=!F= -!+ D$-_^Bw+=!y&, *V.v1_	d+;& &0Lb*=++,,50+;& !+=__z!+;& &!!#+,ZD R%=&9+;& ===P%!+;&	1 const0,+;&
b-2_t-uns_id-23	this string is formed by any combination of characters that not contains the substring const0 , nor ends with a letter .	and ( repeatatleast ( or ( <spec> , or ( <num> , <let> ) ) , 1 ) , and ( not ( endwith ( <let> ) ) , not ( contain ( const0 ) ) ) )	_H3Q#+6 _s#=!2=,$6 n.*_=+#!o@&*7=!F= -!+ D$-_^Bw+=!y&, *V.v1_	d+;& &0Lb*=++,,50+;& !+=__z!+;& &!!#+,ZD R%=&9+;& ===P%!+;&	1 const0,+;&
b-2_t-uns_id-23	a string of special characters , digits and letters that does not contain const0 and does not end with a letter .	and ( repeatatleast ( or ( <spec> , or ( <num> , <let> ) ) , 1 ) , and ( not ( endwith ( <let> ) ) , not ( contain ( const0 ) ) ) )	_H3Q#+6 _s#=!2=,$6 n.*_=+#!o@&*7=!F= -!+ D$-_^Bw+=!y&, *V.v1_	d+;& &0Lb*=++,,50+;& !+=__z!+;& &!!#+,ZD R%=&9+;& ===P%!+;&	1 const0,+;&
b-2_t-uns_id-24	the string must have 10 or less special characters , digits , const0 and const1 . it must end with a digit or special character .	and ( repeatatleast ( or ( <spec> , or ( <num> , or ( const0 , <l> ) ) ) , 1 ) , and ( repeatrange ( <any> , 0 , 10 ) , endwith ( or ( <num> , <spec> ) ) ) )	A@l!=@+A@ !@*=+A+& =l@+=AA1l@ ==lA! =l@+=AA1l= !	!7+@-=un_* _+!_A 6@=A A!=!!&_A_A ll1l=-8!7@$ .@3=!#!^l	2 const0,A const1,I
b-2_t-uns_id-24	the string may contain special characters , digits and the letters const0 and i in capital . the length of the string should be 10 or lesser . the string must end with either a digit or a special character .	and ( repeatatleast ( or ( <spec> , or ( <num> , or ( const0 , <l> ) ) ) , 1 ) , and ( repeatrange ( <any> , 0 , 10 ) , endwith ( or ( <num> , <spec> ) ) ) )	A@l!=@+A@ !@*=+A+& =l@+=AA1l@ ==lA! =l@+=AA1l= !	!7+@-=un_* _+!_A 6@=A A!=!!&_A_A ll1l=-8!7@$ .@3=!#!^l	1 const0,A
b-2_t-uns_id-24	const0 string that can include special characters , digits , const0 or const1 and is 10 or fewer characters in length . the string must end with a digit or special character .	and ( repeatatleast ( or ( <spec> , or ( <num> , or ( const0 , <l> ) ) ) , 1 ) , and ( repeatrange ( <any> , 0 , 10 ) , endwith ( or ( <num> , <spec> ) ) ) )	A@l!=@+A@ !@*=+A+& =l@+=AA1l@ ==lA! =l@+=AA1l= !	!7+@-=un_* _+!_A 6@=A A!=!!&_A_A ll1l=-8!7@$ .@3=!#!^l	2 const0,A const1,I
b-2_t-uns_id-26	a string starts with a digit , but not const1 . it can use letters , special characters , and numbers . const0 are not allowed . it must contain 2 letters .	and ( repeatatleast ( or ( <let> , or ( <spec> , <num> ) ) , 1 ) , and ( not ( contain ( const0 ) ) , and ( and ( startwith ( <num> ) , not ( startwith ( const1 ) ) ) , contain ( repeat ( <let> , 2 ) ) ) ) )	5VA!!0!!=_=^u^^s 7,9*_B^%=02+&tF 5VA!!0!!=_=^u^^# 9@B-4*+!C^*R!JZd!!p 5VA!!0!!=_=^u^^E 2^#%!!@AC	6A@o2YH* 7_r$2AO$__Dd- 0!S_1 63eC 9==mD 6=&@=cV=R	2 const0,D const1,6
b-2_t-uns_id-26	a string can be any length , but it must start with a number that is not const1 . letters , numbers , and special characters are allowed , but const0 is not allowed . it must contain 2 letters in a row .	and ( repeatatleast ( or ( <let> , or ( <spec> , <num> ) ) , 1 ) , and ( not ( contain ( const0 ) ) , and ( and ( startwith ( <num> ) , not ( startwith ( const1 ) ) ) , contain ( repeat ( <let> , 2 ) ) ) ) )	5VA!!0!!=_=^u^^s 7,9*_B^%=02+&tF 5VA!!0!!=_=^u^^# 9@B-4*+!C^*R!JZd!!p 5VA!!0!!=_=^u^^E 2^#%!!@AC	6A@o2YH* 7_r$2AO$__Dd- 0!S_1 63eC 9==mD 6=&@=cV=R	2 const0,D const1,6
b-2_t-uns_id-26	a string where all characters execpt a uppercase const0 are allowed . the string must contain at least 2 letters and must start with any digit that is not a const1 .	and ( repeatatleast ( or ( <let> , or ( <spec> , <num> ) ) , 1 ) , and ( not ( contain ( const0 ) ) , and ( and ( startwith ( <num> ) , not ( startwith ( const1 ) ) ) , contain ( repeat ( <let> , 2 ) ) ) ) )	5VA!!0!!=_=^u^^s 7,9*_B^%=02+&tF 5VA!!0!!=_=^u^^# 9@B-4*+!C^*R!JZd!!p 5VA!!0!!=_=^u^^E 2^#%!!@AC	6A@o2YH* 7_r$2AO$__Dd- 0!S_1 63eC 9==mD 6=&@=cV=R	2 const0,D const1,6
b-2_t-uns_id-29	the string is any number of any characters . it starts with const0 , must contain a lowercase letter and any lowercase letters must come after a capital letter .	and ( startwith ( const0 ) , and ( and ( not ( startwith ( <low> ) ) , not ( contain ( concat ( notcc ( <cap> ) , <low> ) ) ) ) , contain ( <low> ) ) )	876Vj3 876^_E_^Zz_5NRpUF2^G 876JTj^: 876M!89^=;^____Ee: 876Vj^ 876^1FL#99;C_3@UNi^	6WBZMC$Mm;XhT ^$XRNk ^Vb@ 876;9QBTN^&S 876UsR%^d 876U0K	1 const0,876
b-2_t-uns_id-29	we want to match strings that start with the numerical sequence const0 and contain at least a lowercase character . the lowercase characters are only allowed to be present after a capital letter .	and ( startwith ( const0 ) , and ( and ( not ( startwith ( <low> ) ) , not ( contain ( concat ( notcc ( <cap> ) , <low> ) ) ) ) , contain ( <low> ) ) )	876Vj3 876^_E_^Zz_5NRpUF2^G 876JTj^: 876M!89^=;^____Ee: 876Vj^ 876^1FL#99;C_3@UNi^	6WBZMC$Mm;XhT ^$XRNk ^Vb@ 876;9QBTN^&S 876UsR%^d 876U0K	1 const0,876
b-2_t-uns_id-29	this string must start with the numeric value const0 , must contain a lowercase letter , but only after a capital letter .	and ( startwith ( const0 ) , and ( and ( not ( startwith ( <low> ) ) , not ( contain ( concat ( notcc ( <cap> ) , <low> ) ) ) ) , contain ( <low> ) ) )	876Vj3 876^_E_^Zz_5NRpUF2^G 876JTj^: 876M!89^=;^____Ee: 876Vj^ 876^1FL#99;C_3@UNi^	6WBZMC$Mm;XhT ^$XRNk ^Vb@ 876;9QBTN^&S 876UsR%^d 876U0K	1 const0,876
b-2_t-uns_id-3	a string that allows any combination of letters , special characters , or digits without length constraints . a single allowed character is acceptable .	repeatatleast ( or ( <let> , or ( <spec> , <num> ) ) , 1 )	==^@2&!*7=*K!=&9$ -Jxmns=!! ^ !^-!e.!=xEgZ= ==R _^^&X!G&=-_-,#0		0
